uid,region_city_group,region_city_group_no,region_city,age_group,age,visit_days,total_duration_min,avg_duration_min,total_payment_may,retained_june,retained_july,retained_august,retained_90
42052,Seoul,1,Seoul,Thirties,38,2,670,335,29000,0,1,1,1
42121,Gyeonggi-do,2,Yongin,Teens,17,2,29,15,4000,1,0,0,1
42146,Gyeonggi-do,2,Seongnam,Teens,15,2,134,67,6000,1,1,0,1
42242,Gyeonggi-do,2,Seongnam,Teens,18,2,556,278,3000,1,1,1,1
42353,Gyeonggi-do,2,Anyang,Twenties,25,4,1706,427,499000,0,0,0,0
42687,Gyeonggi-do,2,Yongin,Twenties,29,2,285,143,12500,0,1,0,1
42699,Seoul,1,Seoul,Teens,19,11,1196,109,130000,1,0,0,1
42767,Gyeonggi-do,2,Yongin,Twenties,20,1,421,421,8800,0,0,0,0
42771,Seoul,1,Seoul,Teens,17,3,460,153,32000,1,1,1,1
42852,Seoul,1,Seoul,Twenties,20,10,1571,157,68000,1,0,0,1
43089,Seoul,1,Seoul,Teens,16,13,3789,291,163500,0,0,0,0
43095,Seoul,1,Seoul,Teens,14,8,2298,287,99000,0,0,0,0
43133,Gyeonggi-do,2,Seongnam,Thirties,30,2,813,407,14000,0,0,0,0
43246,Gyeonggi-do,2,Anyang,Twenties,26,1,303,303,13000,0,0,0,0
43258,Gyeonggi-do,2,Seongnam,Teens,19,1,117,117,12000,1,0,0,1
43266,Gyeonggi-do,2,Seongnam,Teens,17,4,1858,465,54000,1,1,0,1
43333,Seoul,1,Seoul,Twenties,24,1,2,2,0,0,1,1,1
43364,Gyeonggi-do,2,Seongnam,Teens,18,1,231,231,8000,0,0,1,1
43424,Seoul,1,Seoul,Teens,10,3,1189,396,51500,0,0,0,0
43462,Seoul,1,Seoul,Teens,19,2,324,162,17000,1,1,0,1
43500,Gyeonggi-do,2,Seongnam,Teens,15,6,385,64,16500,1,1,1,1
43523,Gyeonggi-do,2,Seongnam,Twenties,22,6,1716,286,110000,1,0,1,1
43567,Gyeonggi-do,2,Seongnam,Teens,10,2,329,165,14000,0,0,0,0
43656,Seoul,1,Seoul,Forties+,54,1,59,59,2500,0,0,0,0
43964,Gyeonggi-do,2,Seongnam,Teens,16,1,4,4,0,0,0,0,0
44004,Gyeonggi-do,2,Seongnam,Twenties,28,2,185,93,8000,1,0,1,1
44119,Gyeongsangbuk-do,7,울진,Twenties,27,1,132,132,6000,0,0,0,0
44181,Seoul,1,Seoul,Thirties,30,15,6124,408,18000,1,1,1,1
44198,Seoul,1,Seoul,Teens,19,1,236,236,5000,1,0,0,1
44250,Seoul,1,Seoul,Twenties,28,14,3116,223,10000,0,0,0,0
44298,Seoul,1,Seoul,Thirties,32,2,80,40,10000,1,1,1,1
44354,Seoul,1,Seoul,Teens,19,6,1837,306,79500,0,1,0,1
44392,Gyeonggi-do,2,Seongnam,Twenties,21,1,17,17,3000,1,0,0,1
44436,Seoul,1,Seoul,Teens,13,5,1094,219,47000,0,1,1,1
44557,Gyeonggi-do,2,Yongin,Teens,15,1,499,499,7000,1,1,1,1
44585,Seoul,1,Seoul,Forties+,51,1,227,227,10000,0,0,0,0
44591,Gyeonggi-do,2,Seongnam,Twenties,26,3,347,116,15000,0,0,0,0
44667,Seoul,1,Seoul,Teens,19,2,373,187,7000,1,0,1,1
44680,Ulsan,15,Ulsan,Thirties,33,3,232,77,8000,1,0,0,1
44724,Seoul,1,Seoul,Twenties,21,3,240,80,83000,1,1,1,1
44856,Seoul,1,Seoul,Forties+,47,20,8788,439,379500,0,1,1,1
44986,Seoul,1,Seoul,Thirties,36,5,920,184,39500,0,0,0,0
45009,Gyeonggi-do,2,Seongnam,Teens,16,5,558,112,2000,1,1,1,1
45014,Gyeonggi-do,2,Seongnam,Teens,16,2,1015,508,99000,0,0,0,0
45036,Gyeonggi-do,2,Seongnam,Teens,18,1,112,112,2000,0,0,0,0
45098,Gyeonggi-do,2,Seongnam,Twenties,20,2,505,253,54000,1,0,0,1
45383,Seoul,1,Seoul,Teens,19,16,2579,161,64000,1,0,0,1
45442,Gyeonggi-do,2,Seongnam,Teens,19,15,4592,306,198000,1,0,1,1
45468,Seoul,1,Seoul,Teens,10,1,4,4,0,0,0,0,0
45659,Gyeonggi-do,2,Anyang,Thirties,30,1,295,295,92500,1,1,1,1
45660,Gyeonggi-do,2,Anyang,Twenties,29,3,421,140,90000,0,0,0,0
45675,Gyeonggi-do,2,Seongnam,Forties+,44,15,2949,197,42000,1,1,1,1
45750,Gyeonggi-do,2,Yongin,Forties+,60,1,629,629,27000,0,0,0,0
45781,Seoul,1,Seoul,Twenties,25,2,230,115,14500,1,1,0,1
45791,Gyeonggi-do,2,Seongnam,Teens,12,2,251,126,11000,0,0,0,0
45903,Seoul,1,Seoul,Twenties,26,1,85,85,3500,0,0,0,0
45957,Gyeonggi-do,2,Seongnam,Twenties,22,3,196,65,8000,1,0,0,1
46005,Seoul,1,Seoul,Teens,18,15,7798,520,138000,1,1,0,1
46015,Gyeonggi-do,2,Seongnam,Forties+,40,3,891,297,31000,0,1,1,1
46048,Seoul,1,Seoul,Teens,19,1,244,244,4500,0,0,0,0
46069,Gyeonggi-do,2,Seongnam,Thirties,34,3,225,75,6000,0,1,0,1
46230,Seoul,1,Seoul,Twenties,24,2,228,114,10000,0,0,0,0
46411,Seoul,1,Seoul,Teens,13,1,50,50,2000,0,0,0,0
46432,Seoul,1,Seoul,Twenties,26,13,2552,196,77000,1,1,1,1
46443,Seoul,1,Seoul,Teens,16,1,28,28,1000,0,0,0,0
46478,Seoul,1,Seoul,Twenties,24,1,422,422,18000,1,0,0,1
46510,Gyeonggi-do,2,Seongnam,Thirties,39,2,256,128,11000,0,0,0,0
46594,Sejong,16,Sejong,Twenties,21,2,346,173,12000,1,1,1,1
46610,Seoul,1,Seoul,Thirties,34,1,34,34,7500,1,0,0,1
46660,Seoul,1,Seoul,Twenties,27,1,213,213,3500,0,0,0,0
46811,Gyeonggi-do,2,Ansan,Forties+,50,1,5,5,10500,1,0,0,1
46877,Gyeonggi-do,2,Seongnam,Teens,17,1,96,96,2000,0,0,0,0
46890,Seoul,1,Seoul,Teens,18,1,48,48,2000,1,1,0,1
47010,Seoul,1,Seoul,Twenties,25,10,1307,131,57500,1,1,1,1
47137,Seoul,1,Seoul,Twenties,25,7,1620,231,70000,0,1,0,1
47172,Seoul,1,Seoul,Teens,17,6,991,165,43000,0,0,0,0
47248,Gyeonggi-do,2,Ansan,Twenties,21,2,231,116,7000,1,0,1,1
47255,Gyeonggi-do,2,Siheung,Teens,10,1,33,33,1500,0,1,1,1
47263,Gyeonggi-do,2,Yongin,Teens,18,8,2106,263,29000,0,0,0,0
47281,Seoul,1,Seoul,Forties+,45,1,177,177,5000,0,0,0,0
47313,Gyeonggi-do,2,Seongnam,Teens,13,1,249,249,10500,0,0,0,0
47367,Gyeonggi-do,2,Ansan,Thirties,31,9,2007,223,49000,1,1,1,1
47435,Seoul,1,Seoul,Twenties,24,10,999,100,65000,0,0,0,0
47458,Seoul,1,Seoul,Teens,16,6,2654,442,114500,0,1,0,1
47487,Seoul,1,Seoul,Teens,19,1,100,100,4000,1,1,1,1
47533,Gyeonggi-do,2,Ansan,Twenties,21,3,708,236,30500,0,0,1,1
47554,Seoul,1,Seoul,Teens,17,3,375,125,13500,0,0,0,0
47557,Seoul,1,Seoul,Teens,17,1,1,1,8000,0,0,0,0
47582,Gyeonggi-do,2,Ansan,Twenties,20,5,1804,361,35000,0,0,0,0
47628,Gyeonggi-do,2,Ansan,Twenties,22,3,697,232,110000,0,0,1,1
47633,Seoul,1,Seoul,Teens,18,4,943,236,29000,1,0,1,1
47822,Gyeonggi-do,2,Ansan,Twenties,20,1,259,259,9000,1,0,0,1
47825,Seoul,1,Seoul,Teens,17,1,253,253,11000,0,0,0,0
47836,Gyeonggi-do,2,Seongnam,Twenties,22,8,1986,248,54000,1,0,0,1
47842,Seoul,1,Seoul,Teens,17,4,591,148,6000,1,0,0,1
47984,Gyeonggi-do,2,Ansan,Teens,18,1,60,60,110000,1,1,1,1
48007,Seoul,1,Seoul,Twenties,23,21,11749,559,164000,1,1,1,1
48032,Gyeonggi-do,2,Yongin,Teens,13,3,156,52,6500,0,1,1,1
48079,Gyeonggi-do,2,Gunpo,Teens,17,8,1516,190,93000,1,1,1,1
48221,Gyeonggi-do,2,Seongnam,Teens,16,2,191,96,8000,0,0,0,0
48240,Gyeonggi-do,2,Ansan,Twenties,25,1,125,125,15000,0,1,0,1
48288,Gyeonggi-do,2,Ansan,Twenties,22,13,5032,387,120000,1,0,0,1
48323,Gyeonggi-do,2,Ansan,Teens,17,10,3824,382,165000,0,1,0,1
48335,Gyeonggi-do,2,Ansan,Twenties,23,9,3451,383,149000,0,0,1,1
48347,Seoul,1,Seoul,Twenties,20,4,1996,499,6000,1,1,1,1
48435,Gyeonggi-do,2,Ansan,Teens,19,1,1299,1299,56000,0,0,0,0
48436,Gyeonggi-do,2,Yongin,Twenties,22,6,1141,190,50000,1,0,0,1
48462,Gyeonggi-do,2,Seongnam,Twenties,25,6,1413,236,61000,0,0,0,0
48482,Gyeonggi-do,2,Seongnam,Teens,17,2,283,142,49000,0,0,0,0
48525,Seoul,1,Seoul,Teens,16,1,62,62,3500,1,0,0,1
48610,Seoul,1,Seoul,Teens,19,1,40,40,1000,1,0,0,1
48626,Seoul,1,Seoul,Thirties,39,5,2537,507,13000,0,0,0,0
48678,Seoul,1,Seoul,Teens,16,6,532,89,57000,0,0,1,1
48731,Gyeonggi-do,2,Seongnam,Teens,17,1,108,108,2000,1,1,1,1
48754,Gyeonggi-do,2,Seongnam,Teens,16,2,299,150,92600,0,1,1,1
48820,Gyeonggi-do,2,Seongnam,Twenties,24,10,2081,208,90000,0,0,0,0
48897,Seoul,1,Seoul,Teens,17,5,478,96,38000,1,1,1,1
48899,Seoul,1,Seoul,Teens,17,3,1148,383,49500,1,1,0,1
48924,Seoul,1,Seoul,Teens,17,5,596,119,25500,1,1,0,1
48950,Seoul,1,Seoul,Teens,16,4,954,239,41000,1,0,0,1
48957,Seoul,1,Seoul,Teens,16,1,539,539,23500,0,0,0,0
48960,Seoul,1,Seoul,Teens,14,1,92,92,99000,1,1,0,1
48965,Seoul,1,Seoul,Teens,12,1,305,305,13000,0,1,0,1
48992,Gyeonggi-do,2,Seongnam,Teens,10,4,226,57,10000,0,0,0,0
49075,Gyeonggi-do,2,Ansan,Twenties,27,2,613,307,33500,0,0,0,0
49089,Seoul,1,Seoul,Teens,16,3,643,214,28000,1,1,1,1
49134,Seoul,1,Seoul,Twenties,23,2,120,60,5000,0,0,0,0
49184,Gyeonggi-do,2,Seongnam,Teens,17,1,213,213,6000,1,1,1,1
49238,Gyeonggi-do,2,Ansan,Teens,18,1,119,119,3500,0,1,1,1
49287,Seoul,1,Seoul,Teens,15,1,75,75,3000,0,0,0,0
49330,Gyeonggi-do,2,Ansan,Twenties,20,1,355,355,9000,0,0,0,0
49333,Seoul,1,Seoul,Twenties,23,4,1557,389,21000,0,0,0,0
49363,Seoul,1,Seoul,Twenties,28,1,539,539,7000,0,0,0,0
49374,Seoul,1,Seoul,Thirties,35,2,126,63,5500,0,1,0,1
49417,Seoul,1,Seoul,Forties+,52,1,118,118,5000,0,0,0,0
49461,Seoul,1,Seoul,Teens,17,1,212,212,4500,1,1,0,1
49512,Seoul,1,Seoul,Teens,18,1,1,1,0,0,0,0,0
49526,Gyeonggi-do,2,Seongnam,Twenties,28,19,14333,754,120000,1,1,1,1
49549,Seoul,1,Seoul,Thirties,30,2,217,109,18900,1,1,1,1
49565,Gyeonggi-do,2,Ansan,Teens,17,5,2031,406,130000,1,1,1,1
49585,Seoul,1,Seoul,Forties+,48,1,76,76,3500,0,1,0,1
49617,Seoul,1,Seoul,Teens,15,1,236,236,4500,1,0,0,1
49665,Seoul,1,Seoul,Teens,16,11,380,35,16500,0,1,0,1
49696,Seoul,1,Seoul,Teens,14,6,2425,404,104500,0,1,1,1
49743,Seoul,1,Seoul,Twenties,27,5,611,122,26500,0,1,1,1
49745,Gyeonggi-do,2,Seongnam,Teens,19,2,409,205,17500,0,0,0,0
49777,Seoul,1,Seoul,Teens,11,8,2767,346,119500,0,0,0,0
49798,Seoul,1,Seoul,Teens,17,1,434,434,74000,1,1,1,1
49812,Gyeonggi-do,2,Ansan,Teens,18,5,1233,247,120000,1,1,1,1
49830,Seoul,1,Seoul,Teens,16,1,103,103,4500,1,1,1,1
49838,Seoul,1,Seoul,Teens,16,1,60,60,2500,1,0,1,1
49852,Seoul,1,Seoul,Teens,17,1,4,4,0,1,0,1,1
49874,Seoul,1,Seoul,Forties+,41,10,2347,235,51500,1,1,1,1
49913,Gyeonggi-do,2,Seongnam,Teens,17,1,58,58,3000,1,0,1,1
49956,Gyeonggi-do,2,Seongnam,Teens,19,1,114,114,4500,1,0,0,1
50005,Gyeonggi-do,2,Yongin,Twenties,29,1,203,203,10000,0,0,0,0
50103,Gyeonggi-do,2,Anyang,Twenties,23,1,109,109,5000,1,1,0,1
50118,Seoul,1,Seoul,Teens,13,1,160,160,7000,0,0,0,0
50122,Seoul,1,Seoul,Twenties,23,1,187,187,75000,1,1,1,1
50216,Seoul,1,Seoul,Forties+,41,1,99,99,4500,1,1,1,1
50251,Seoul,1,Seoul,Teens,17,8,1040,130,87000,1,1,0,1
50491,Seoul,1,Seoul,Teens,19,1,239,239,3500,1,0,0,1
50500,Seoul,1,Seoul,Twenties,23,4,609,152,26500,0,0,0,0
50547,Seoul,1,Seoul,Forties+,51,5,1407,281,25000,0,0,0,0
50733,Gyeonggi-do,2,Seongnam,Teens,18,10,1886,189,95000,0,0,0,0
50741,Gyeonggi-do,2,Yongin,Teens,15,1,146,146,3000,1,0,0,1
50888,Chungcheongnam-do,3,Cheonan,Twenties,26,7,1361,194,58500,1,0,0,1
50986,Gangwon-do,9,Gangwon,Teens,18,5,876,175,77000,1,0,0,1
51050,Seoul,1,Seoul,Twenties,20,1,26,26,1000,0,0,0,0
51127,Gyeonggi-do,2,Ansan,Teens,16,13,3844,296,90000,1,1,0,1
51163,Gyeonggi-do,2,Yongin,Teens,16,1,182,182,8000,0,0,0,0
51207,Gyeonggi-do,2,Ansan,Twenties,28,20,1501,75,77500,1,1,1,1
51216,Daegu,11,Daegu,Thirties,30,1,457,457,10000,0,0,0,0
51228,Gyeonggi-do,2,Seongnam,Teens,15,1,118,118,3000,0,0,0,0
51308,Gyeonggi-do,2,Yongin,Thirties,32,2,511,256,50000,0,0,0,0
51312,Seoul,1,Seoul,Thirties,33,3,955,318,41000,0,0,0,0
51345,Seoul,1,Seoul,Twenties,20,1,357,357,4500,0,0,0,0
51353,Seoul,1,Seoul,Twenties,23,3,348,116,15000,0,0,0,0
51370,Seoul,1,Seoul,Thirties,36,1,239,239,10500,0,0,0,0
51392,Seoul,1,Seoul,Teens,14,6,909,152,39000,0,0,0,0
51403,Seoul,1,Seoul,Teens,11,2,356,178,15500,0,1,0,1
51458,Seoul,1,Seoul,Twenties,27,5,3667,733,158500,0,0,0,0
51534,Gyeonggi-do,2,Seongnam,Teens,14,1,65,65,12000,1,0,1,1
51604,Seoul,1,Seoul,Teens,15,5,462,92,20000,0,0,0,0
51740,Seoul,1,Seoul,Teens,18,22,4402,200,76500,1,1,1,1
51831,Gangwon-do,9,Gangwon,Teens,19,1,371,371,8000,1,0,0,1
51838,Gyeonggi-do,2,Seongnam,Teens,19,1,108,108,4500,0,0,0,0
51909,Gangwon-do,9,Gangwon,Teens,14,1,28,28,1000,0,1,0,1
51929,Gangwon-do,9,Gangwon,Teens,18,3,929,310,150000,1,0,1,1
51963,Seoul,1,Seoul,Teens,18,3,1299,433,56000,0,1,1,1
52030,Seoul,1,Seoul,Teens,18,6,977,163,42000,0,0,0,0
52043,Gyeonggi-do,2,Ansan,Teens,19,1,236,236,6000,1,0,0,1
52072,Gyeonggi-do,2,Yongin,Twenties,21,9,1267,141,54500,1,1,1,1
52116,Gangwon-do,9,Gangwon,Teens,17,2,348,174,120000,1,1,0,1
52165,Gyeonggi-do,2,Seongnam,Twenties,20,1,136,136,6000,0,1,0,1
52180,Seoul,1,Seoul,Thirties,36,1,73,73,13000,0,0,0,0
52280,Gyeonggi-do,2,Seongnam,Teens,16,3,1684,561,72500,1,1,0,1
52382,Seoul,1,Seoul,Teens,18,1,98,98,3500,1,0,1,1
52443,Seoul,1,Seoul,Thirties,37,1,291,291,11600,1,1,1,1
52536,Gangwon-do,9,Gangwon,Twenties,21,2,283,142,11000,0,1,0,1
52577,Gyeonggi-do,2,Ansan,Teens,17,1,39,39,3500,0,0,0,0
52619,Gyeonggi-do,2,Yongin,Teens,16,1,83,83,3500,1,1,0,1
52629,Gyeonggi-do,2,Yongin,Teens,16,1,122,122,2000,0,1,1,1
52725,Seoul,1,Seoul,Twenties,23,1,16,16,500,0,0,0,0
52755,Seoul,1,Seoul,Teens,14,1,166,166,3500,1,0,1,1
52802,Gyeonggi-do,2,Ansan,Teens,17,1,363,363,10500,0,0,0,0
52815,Seoul,1,Seoul,Twenties,27,1,178,178,49000,1,0,1,1
52832,Gyeonggi-do,2,Ansan,Teens,18,2,627,314,16500,0,0,0,0
52909,Gyeonggi-do,2,Ansan,Teens,19,2,1296,648,56000,0,0,1,1
52936,Gyeonggi-do,2,Hanam,Teens,15,2,294,147,12500,0,0,0,0
52948,Seoul,1,Seoul,Teens,16,2,222,111,8000,0,0,0,0
52985,Gyeonggi-do,2,Ansan,Teens,17,1,1,1,60000,1,0,0,1
53008,Seoul,1,Seoul,Teens,16,1,93,93,10000,1,1,0,1
53064,Gangwon-do,9,Gangwon,Twenties,20,1,4,4,5000,0,0,0,0
53105,Chungcheongbuk-do,4,Cheongju,Teens,14,4,1905,476,82000,0,0,0,0
53111,Gyeonggi-do,2,Yongin,Teens,18,2,234,117,6000,1,0,0,1
53140,Gangwon-do,9,Gangwon,Teens,18,1,165,165,8000,0,0,0,0
53144,Gangwon-do,9,Gangwon,Twenties,27,1,424,424,18500,0,0,0,0
53160,Seoul,1,Seoul,Twenties,25,8,1839,230,109000,1,1,1,1
53167,Seoul,1,Seoul,Teens,19,4,231,58,10000,0,0,0,0
53204,Gangwon-do,9,Gangwon,Teens,17,1,168,168,5000,0,1,0,1
53229,Gyeonggi-do,2,Seongnam,Teens,16,1,258,258,20000,0,1,1,1
53293,Seoul,1,Seoul,Thirties,36,8,2304,288,99500,0,0,0,0
53311,Seoul,1,Seoul,Teens,17,9,2447,272,79000,1,0,1,1
53327,Seoul,1,Seoul,Teens,16,16,4561,285,99000,1,1,1,1
53377,Gyeonggi-do,2,Siheung,Teens,16,2,97,49,65000,0,0,1,1
53544,Gyeonggi-do,2,Yongin,Teens,16,3,807,269,12000,1,0,0,1
53554,Gyeonggi-do,2,Seongnam,Teens,17,1,25,25,2000,0,0,0,0
53623,Gyeonggi-do,2,Ansan,Teens,18,1,14,14,35000,0,0,0,0
53642,Seoul,1,Seoul,Teens,17,5,716,143,31000,1,0,0,1
53643,Seoul,1,Seoul,Forties+,49,21,9974,475,129000,1,1,1,1
53691,Gyeonggi-do,2,Gunpo,Teens,16,6,1408,235,100000,1,1,1,1
53699,Gyeonggi-do,2,Ansan,Twenties,29,6,1730,288,60000,1,1,0,1
53724,Seoul,1,Seoul,Twenties,22,1,48,48,3500,1,0,0,1
53771,Gyeonggi-do,2,Anyang,Twenties,25,2,594,297,25500,1,1,0,1
53797,Gyeonggi-do,2,Ansan,Twenties,26,3,956,319,41500,0,0,0,0
53832,Seoul,1,Seoul,Twenties,24,1,62,62,2500,0,0,0,0
53838,Seoul,1,Seoul,Twenties,25,3,453,151,19500,0,0,0,0
53853,Gyeonggi-do,2,Gunpo,Twenties,21,1,356,356,7000,1,0,0,1
53925,Gangwon-do,9,Gangwon,Thirties,33,3,366,122,16000,1,0,0,1
54012,Gyeonggi-do,2,Anyang,Teens,15,3,567,189,24500,0,1,1,1
54022,Incheon,12,Incheon,Thirties,31,1,273,273,7000,0,0,0,0
54041,Seoul,1,Seoul,Teens,17,7,2254,322,97500,1,0,1,1
54121,Seoul,1,Seoul,Teens,16,4,300,75,3000,1,1,1,1
54127,Gyeonggi-do,2,Seongnam,Forties+,50,1,429,429,9000,0,0,0,0
54204,Ulsan,15,Ulsan,Teens,18,5,2747,549,118500,0,0,0,0
54527,Ulsan,15,Ulsan,Twenties,20,2,216,108,9500,0,1,1,1
54657,Ulsan,15,Ulsan,Teens,11,1,578,578,25000,0,0,0,0
54837,Ulsan,15,Ulsan,Teens,15,10,3091,309,133500,0,0,0,0
54863,Ulsan,15,Ulsan,Thirties,34,1,161,161,7000,0,0,0,0
54993,Ulsan,15,Ulsan,Teens,15,4,527,132,22500,0,0,1,1
55009,Ulsan,15,Ulsan,Twenties,21,4,900,225,39000,0,0,0,0
55081,Ulsan,15,Ulsan,Teens,16,7,1790,256,77500,0,1,1,1
55184,Gyeonggi-do,2,Ansan,Thirties,31,2,9,5,500,0,1,0,1
55203,Seoul,1,Seoul,Teens,16,7,745,106,120000,0,0,0,0
55212,Seoul,1,Seoul,Teens,17,8,1302,163,227000,0,0,0,0
55285,Gyeonggi-do,2,Ansan,Teens,17,1,2,2,0,0,0,1,1
55290,Gyeonggi-do,2,Ansan,Teens,16,1,321,321,14000,0,1,1,1
55300,Seoul,1,Seoul,Teens,17,6,1130,188,35500,1,1,1,1
55335,Gyeonggi-do,2,Seongnam,Twenties,27,7,669,96,30000,1,0,0,1
55507,Seoul,1,Seoul,Teens,16,1,69,69,4500,1,1,0,1
55598,Gyeonggi-do,2,Yongin,Teens,18,7,1351,193,22000,1,1,0,1
55637,Gyeonggi-do,2,Gunpo,Teens,16,1,4,4,3000,0,0,0,0
55677,Seoul,1,Seoul,Teens,13,1,105,105,4500,0,1,0,1
55698,Gyeonggi-do,2,Seongnam,Teens,16,1,19,19,1000,1,0,0,1
55719,Seoul,1,Seoul,Teens,17,1,236,236,10000,0,0,0,0
55726,Seoul,1,Seoul,Teens,17,5,512,102,22000,0,1,0,1
55808,Gyeonggi-do,2,Uijeongbu,Twenties,21,25,13366,535,577000,0,0,0,0
55835,Gyeonggi-do,2,Seongnam,Teens,16,5,1058,212,45500,1,1,1,1
55854,Gangwon-do,9,Gangwon,Teens,16,1,235,235,5000,1,1,1,1
55914,Gyeonggi-do,2,Seongnam,Twenties,28,1,169,169,7500,1,0,0,1
55921,Gyeonggi-do,2,Ansan,Teens,17,2,762,381,120000,1,0,0,1
55983,Gyeonggi-do,2,Gunpo,Twenties,22,5,1873,375,90000,1,0,0,1
55989,Seoul,1,Seoul,Teens,19,11,8137,740,351000,0,0,0,0
55996,Seoul,1,Seoul,Twenties,22,5,1293,259,56000,0,0,0,0
56006,Gangwon-do,9,Gangwon,Teens,16,1,59,59,3000,1,0,1,1
56060,Gyeonggi-do,2,Ansan,Thirties,34,2,465,233,20000,0,0,0,0
56076,Seoul,1,Seoul,Twenties,27,2,97,49,4000,0,0,0,0
56112,Gyeonggi-do,2,Seongnam,Twenties,25,4,1321,330,19500,1,1,1,1
56116,Gangwon-do,9,Gangwon,Teens,17,2,526,263,13000,1,0,1,1
56248,Gyeonggi-do,2,Seongnam,Teens,16,3,488,163,71000,1,0,1,1
56437,Gyeonggi-do,2,Seongnam,Teens,10,13,1666,128,99000,1,0,0,1
56469,Gangwon-do,9,Gangwon,Teens,16,1,142,142,5000,1,1,1,1
56470,Gangwon-do,9,Gangwon,Teens,16,1,47,47,3000,1,1,0,1
56556,Gyeonggi-do,2,Ansan,Teens,19,3,237,79,10000,0,0,0,0
56584,Gyeonggi-do,2,Yongin,Teens,16,2,114,57,6000,1,1,1,1
56666,Seoul,1,Seoul,Twenties,23,1,98,98,4000,0,1,0,1
56740,Seoul,1,Seoul,Thirties,39,1,2,2,0,0,0,0,0
56767,Seoul,1,Seoul,Twenties,28,3,1030,343,44500,0,1,0,1
56785,Seoul,1,Seoul,Teens,16,4,180,45,22000,0,0,0,0
56912,Gyeonggi-do,2,Seongnam,Teens,17,1,582,582,48000,0,0,0,0
56964,Gyeonggi-do,2,Ansan,Teens,17,2,366,183,96000,0,0,0,0
56967,Seoul,1,Seoul,Teens,12,1,159,159,7000,0,0,1,1
56982,Gyeonggi-do,2,Anyang,Teens,17,3,237,79,18000,1,0,0,1
56988,Daegu,11,Daegu,Twenties,24,1,239,239,5000,0,0,0,0
56995,Seoul,1,Seoul,Twenties,22,4,970,243,42000,0,0,0,0
56999,Gyeonggi-do,2,Seongnam,Teens,17,1,119,119,3000,0,0,0,0
57097,Seoul,1,Seoul,Teens,19,1,15,15,500,1,0,0,1
57164,Gangwon-do,9,Gangwon,Twenties,20,3,958,319,18000,0,0,1,1
57186,Seoul,1,Seoul,Teens,17,4,930,233,40000,1,0,0,1
57201,Gyeonggi-do,2,Seongnam,Teens,13,3,548,183,23500,0,0,1,1
57203,Gyeonggi-do,2,Seongnam,Teens,18,2,499,250,21500,0,0,0,0
57207,Gyeonggi-do,2,Ansan,Teens,17,4,368,92,45000,0,1,0,1
57229,Seoul,1,Seoul,Teens,17,3,569,190,24500,0,0,1,1
57244,Gyeonggi-do,2,Pyeongtaek,Twenties,26,1,25,25,3000,0,0,0,0
57245,Gyeonggi-do,2,Pyeongtaek,Thirties,39,1,482,482,21000,0,0,0,0
57265,Seoul,1,Seoul,Teens,19,18,5180,288,223500,0,1,1,1
57319,Gyeonggi-do,2,Anyang,Teens,16,2,626,313,27000,1,0,1,1
57395,Gyeonggi-do,2,Seongnam,Twenties,27,3,245,82,10500,0,0,0,0
57430,Seoul,1,Seoul,Teens,17,1,239,239,6000,1,0,0,1
57466,Seoul,1,Seoul,Thirties,30,1,306,306,9800,0,0,0,0
57533,Gangwon-do,9,Gangwon,Teens,11,1,188,188,8000,0,0,0,0
57541,Gyeonggi-do,2,Seongnam,Teens,11,1,35,35,1500,0,1,1,1
57565,Seoul,1,Seoul,Twenties,22,4,480,120,119000,0,0,0,0
57577,Gyeonggi-do,2,Yongin,Teens,16,2,496,248,18500,1,1,1,1
57590,Seoul,1,Seoul,Twenties,26,1,67,67,3000,0,0,1,1
57621,Seoul,1,Seoul,Teens,18,4,705,176,30500,1,0,0,1
57794,Seoul,1,Seoul,Teens,15,2,682,341,29500,0,0,0,0
57804,Seoul,1,Seoul,Twenties,26,9,1472,164,63500,0,1,1,1
57815,Gyeonggi-do,2,Yongin,Teens,16,2,167,84,50000,0,0,0,0
57820,Seoul,1,Seoul,Teens,18,1,21,21,1000,1,0,0,1
57827,Seoul,1,Seoul,Teens,18,3,243,81,34000,1,0,0,1
57853,Gyeonggi-do,2,Seongnam,Teens,17,1,161,161,8000,1,1,1,1
57906,Seoul,1,Seoul,Teens,16,11,2234,203,200000,1,0,0,1
57927,Gyeonggi-do,2,Seongnam,Teens,14,1,80,80,3500,0,0,0,0
57969,Seoul,1,Seoul,Teens,15,2,34,17,6000,0,1,0,1
58002,Gyeonggi-do,2,Siheung,Teens,18,10,3220,322,110000,0,0,0,0
58047,Gyeonggi-do,2,Yongin,Teens,16,1,18,18,2000,1,1,1,1
58050,Seoul,1,Seoul,Teens,17,1,148,148,6500,0,0,0,0
58248,Gyeonggi-do,2,Seongnam,Teens,15,6,2012,335,99000,1,0,0,1
58345,Gyeonggi-do,2,Seongnam,Teens,16,1,52,52,5000,0,1,0,1
58387,Gyeonggi-do,2,Ansan,Twenties,20,5,1712,342,74000,1,1,1,1
58392,Gyeonggi-do,2,Seongnam,Teens,16,1,117,117,4000,0,0,0,0
58470,Seoul,1,Seoul,Teens,16,2,252,126,79000,1,1,1,1
58511,Seoul,1,Seoul,Teens,17,4,951,238,17500,1,1,0,1
58512,Seoul,1,Seoul,Teens,10,1,126,126,4500,1,0,1,1
